,Building_Project_Name,Street_Name,Postal_District,Type,No_of_Bedrooms,Monthly_Rent,Floor_Area,Lease_Commencement_Date,Downloaded_At
194,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,850",400 to 500,Dec-19,2020-01-22 02:07:20.865211
195,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,000",800 to 900,Dec-19,2020-01-22 02:07:20.909996
196,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,200",400 to 500,Dec-19,2020-01-22 02:07:20.945807
197,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"2,800",700 to 800,Dec-19,2020-01-22 02:07:20.971809
198,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,400",500 to 600,Dec-19,2020-01-22 02:07:20.997820
199,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,500",700 to 800,Nov-19,2020-01-22 02:07:21.020029
200,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,400",800 to 900,Nov-19,2020-01-22 02:07:21.047086
201,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"2,850",700 to 800,Nov-19,2020-01-22 02:07:21.090089
202,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,250",400 to 500,Nov-19,2020-01-22 02:07:21.125089
203,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,300",700 to 800,Nov-19,2020-01-22 02:07:21.153109
204,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,500",500 to 600,Nov-19,2020-01-22 02:07:21.196111
205,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,3,"4,300",1000 to 1100,Oct-19,2020-01-22 02:07:21.227114
206,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,300",500 to 600,Oct-19,2020-01-22 02:07:21.257116
207,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,400",400 to 500,Oct-19,2020-01-22 02:07:21.289121
208,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,300",500 to 600,Oct-19,2020-01-22 02:07:21.321121
209,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,450",400 to 500,Oct-19,2020-01-22 02:07:21.349373
210,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,350",500 to 600,Oct-19,2020-01-22 02:07:21.376475
211,6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,600",500 to 600,Oct-19,2020-01-22 02:07:21.402476
212,70@TRURO,TRURO ROAD,08,Non-landed Properties,2,"2,200",400 to 500,Oct-19,2020-01-22 02:07:21.712702
213,70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,500",800 to 900,Oct-19,2020-01-22 02:07:21.731704
214,70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,600",800 to 900,Oct-19,2020-01-22 02:07:21.754707
215,70@TRURO,TRURO ROAD,08,Non-landed Properties,2,"2,300",400 to 500,Oct-19,2020-01-22 02:07:21.772705
216,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,300",500 to 600,Dec-19,2020-01-22 02:07:21.988739
217,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",500 to 600,Dec-19,2020-01-22 02:07:22.017741
218,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"4,000",600 to 700,Dec-19,2020-01-22 02:07:22.051742
219,76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"5,000",900 to 1000,Dec-19,2020-01-22 02:07:22.079742
220,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,300",600 to 700,Dec-19,2020-01-22 02:07:22.112887
221,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,400",500 to 600,Dec-19,2020-01-22 02:07:22.143889
222,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",500 to 600,Dec-19,2020-01-22 02:07:22.175892
223,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",500 to 600,Dec-19,2020-01-22 02:07:22.207894
224,76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,000",900 to 1000,Nov-19,2020-01-22 02:07:22.236897
225,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,800",600 to 700,Nov-19,2020-01-22 02:07:22.271897
226,76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,600",900 to 1000,Nov-19,2020-01-22 02:07:22.301900
227,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,800",600 to 700,Oct-19,2020-01-22 02:07:22.329901
228,76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,400",900 to 1000,Oct-19,2020-01-22 02:07:22.359886
229,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,450",500 to 600,Oct-19,2020-01-22 02:07:22.389476
230,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",500 to 600,Oct-19,2020-01-22 02:07:22.419024
231,76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,350",900 to 1000,Oct-19,2020-01-22 02:07:22.448335
232,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",500 to 600,Oct-19,2020-01-22 02:07:22.478691
233,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",600 to 700,Oct-19,2020-01-22 02:07:22.507694
234,76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,700",900 to 1000,Oct-19,2020-01-22 02:07:22.533697
235,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",500 to 600,Oct-19,2020-01-22 02:07:22.563243
236,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,400",500 to 600,Oct-19,2020-01-22 02:07:22.592704
237,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,800",600 to 700,Oct-19,2020-01-22 02:07:22.621779
238,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,250",500 to 600,Oct-19,2020-01-22 02:07:22.650703
239,76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",500 to 600,Oct-19,2020-01-22 02:07:22.707714
240,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,600",1400 to 1500,Dec-19,2020-01-22 02:07:23.817387
241,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,600",800 to 900,Dec-19,2020-01-22 02:07:23.855902
242,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,500",1100 to 1200,Dec-19,2020-01-22 02:07:23.911393
243,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,500",1100 to 1200,Dec-19,2020-01-22 02:07:23.939395
244,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,600",1100 to 1200,Dec-19,2020-01-22 02:07:23.979350
245,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,200",1300 to 1400,Nov-19,2020-01-22 02:07:24.008012
246,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,800",1400 to 1500,Nov-19,2020-01-22 02:07:24.040014
247,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,400",900 to 1000,Nov-19,2020-01-22 02:07:24.068069
248,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,500",1300 to 1400,Nov-19,2020-01-22 02:07:24.095851
249,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,300",1400 to 1500,Nov-19,2020-01-22 02:07:24.127549
250,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,700",2100 to 2200,Nov-19,2020-01-22 02:07:24.172552
251,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,500",800 to 900,Nov-19,2020-01-22 02:07:24.200936
252,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,700",1400 to 1500,Nov-19,2020-01-22 02:07:24.246500
253,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,400",1300 to 1400,Oct-19,2020-01-22 02:07:24.273502
254,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"5,800",1100 to 1200,Oct-19,2020-01-22 02:07:24.331932
255,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,500",800 to 900,Oct-19,2020-01-22 02:07:24.358943
256,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,800",1100 to 1200,Oct-19,2020-01-22 02:07:24.401480
257,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,500",1300 to 1400,Oct-19,2020-01-22 02:07:24.456485
258,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,645",1100 to 1200,Oct-19,2020-01-22 02:07:24.495486
259,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,900",1300 to 1400,Oct-19,2020-01-22 02:07:24.547305
260,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,600",1400 to 1500,Oct-19,2020-01-22 02:07:24.605309
261,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,500",1100 to 1200,Oct-19,2020-01-22 02:07:24.662313
262,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,000",1400 to 1500,Oct-19,2020-01-22 02:07:24.692016
263,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,500",1100 to 1200,Oct-19,2020-01-22 02:07:24.719321
264,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,800",1400 to 1500,Oct-19,2020-01-22 02:07:24.760322
265,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"5,000",1100 to 1200,Oct-19,2020-01-22 02:07:24.791240
266,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,600",800 to 900,Oct-19,2020-01-22 02:07:24.820333
267,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"5,000",1000 to 1100,Oct-19,2020-01-22 02:07:24.879337
268,8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"4,000",800 to 900,Oct-19,2020-01-22 02:07:24.919346
269,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,200",400 to 500,Dec-19,2020-01-22 02:07:25.143642
270,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,000",400 to 500,Dec-19,2020-01-22 02:07:25.181643
271,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,200",400 to 500,Dec-19,2020-01-22 02:07:25.202642
272,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,200",400 to 500,Nov-19,2020-01-22 02:07:25.224645
273,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,000",400 to 500,Nov-19,2020-01-22 02:07:25.243646
274,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,100",400 to 500,Nov-19,2020-01-22 02:07:25.263648
275,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,000",400 to 500,Oct-19,2020-01-22 02:07:25.282649
276,8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,000",400 to 500,Oct-19,2020-01-22 02:07:25.298651
277,8 FARRER SUITES,SING JOO WALK,08,Non-landed Properties,2,"2,800",500 to 600,Dec-19,2020-01-22 02:07:25.498662
278,8 FARRER SUITES,SING JOO WALK,08,Non-landed Properties,2,"2,800",600 to 700,Oct-19,2020-01-22 02:07:25.527665
279,8 FARRER SUITES,SING JOO WALK,08,Non-landed Properties,2,"2,900",500 to 600,Oct-19,2020-01-22 02:07:25.548664
280,8 NAPIER,NAPIER ROAD,10,Non-landed Properties,4,"12,500",2700 to 2800,Nov-19,2020-01-22 02:07:25.707689
281,8 NAPIER,NAPIER ROAD,10,Non-landed Properties,3,"9,500",2000 to 2100,Oct-19,2020-01-22 02:07:25.734680
282,8 NAPIER,NAPIER ROAD,10,Non-landed Properties,3,"12,000",2000 to 2100,Oct-19,2020-01-22 02:07:25.748682
283,8 NAPIER,NAPIER ROAD,10,Non-landed Properties,6,"27,000",>3000,Oct-19,2020-01-22 02:07:25.766683
284,8 RAJA,JALAN RAJA UDANG,12,Non-landed Properties,3,"4,800",1500 to 1600,Nov-19,2020-01-22 02:07:25.948567
285,8 RAJA,JALAN RAJA UDANG,12,Non-landed Properties,3,"4,300",1500 to 1600,Oct-19,2020-01-22 02:07:25.962580
286,8 RODYK,RODYK STREET,09,Non-landed Properties,2,"5,200",1100 to 1200,Dec-19,2020-01-22 02:07:26.886687
287,8 RODYK,RODYK STREET,09,Non-landed Properties,3,"6,600",1300 to 1400,Nov-19,2020-01-22 02:07:26.929596
288,8 RODYK,RODYK STREET,09,Non-landed Properties,3,"6,400",1200 to 1300,Nov-19,2020-01-22 02:07:26.946007
289,8 RODYK,RODYK STREET,09,Non-landed Properties,1,"3,700",700 to 800,Oct-19,2020-01-22 02:07:26.960164
290,8 RODYK,RODYK STREET,09,Non-landed Properties,2,"5,700",1100 to 1200,Oct-19,2020-01-22 02:07:26.994167
291,8 RODYK,RODYK STREET,09,Non-landed Properties,1,"3,450",700 to 800,Oct-19,2020-01-22 02:07:27.026171
292,8 RODYK,RODYK STREET,09,Non-landed Properties,3,"6,000",1200 to 1300,Oct-19,2020-01-22 02:07:27.049171
293,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"6,800",800 to 900,Dec-19,2020-01-22 02:07:28.062315
294,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"6,200",800 to 900,Dec-19,2020-01-22 02:07:28.086156
295,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,1,"4,100",500 to 600,Dec-19,2020-01-22 02:07:28.111157
296,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"5,500",800 to 900,Dec-19,2020-01-22 02:07:28.135288
297,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"5,000",800 to 900,Dec-19,2020-01-22 02:07:28.159695
298,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"5,000",800 to 900,Dec-19,2020-01-22 02:07:28.185880
299,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,1,"3,700",500 to 600,Nov-19,2020-01-22 02:07:28.210530
300,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"6,500",1000 to 1100,Nov-19,2020-01-22 02:07:28.231889
301,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,4,"8,500",1700 to 1800,Nov-19,2020-01-22 02:07:28.253307
302,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,1,"3,400",500 to 600,Oct-19,2020-01-22 02:07:28.275309
303,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"4,400",500 to 600,Oct-19,2020-01-22 02:07:28.296973
304,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"5,800",800 to 900,Oct-19,2020-01-22 02:07:28.318975
305,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"4,000",500 to 600,Oct-19,2020-01-22 02:07:28.339318
306,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,4,"9,600",1700 to 1800,Oct-19,2020-01-22 02:07:28.360325
307,8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"7,000",1000 to 1100,Oct-19,2020-01-22 02:07:28.385328
308,833 M B RESIDENCES,MOUNTBATTEN ROAD,15,Non-landed Properties,1,"1,750",500 to 600,Oct-19,2020-01-22 02:07:29.309508
309,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,100",1000 to 1100,Dec-19,2020-01-22 02:07:29.553347
310,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,700",1000 to 1100,Dec-19,2020-01-22 02:07:29.584025
311,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,na*,"2,000",300 to 400,Dec-19,2020-01-22 02:07:29.634082
312,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"4,000",1300 to 1400,Dec-19,2020-01-22 02:07:29.672063
313,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,na*,"1,900",500 to 600,Dec-19,2020-01-22 02:07:29.702075
314,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,na*,"1,800",300 to 400,Dec-19,2020-01-22 02:07:29.736066
315,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"4,000",1000 to 1100,Dec-19,2020-01-22 02:07:29.761068
316,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"4,100",1000 to 1100,Dec-19,2020-01-22 02:07:29.787071
317,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,800",800 to 900,Nov-19,2020-01-22 02:07:29.813073
318,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,na*,"1,900",300 to 400,Nov-19,2020-01-22 02:07:29.839076
319,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,800",1100 to 1200,Nov-19,2020-01-22 02:07:29.863076
320,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,300",1000 to 1100,Oct-19,2020-01-22 02:07:29.890073
321,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,800",800 to 900,Oct-19,2020-01-22 02:07:29.911073
322,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,800",1000 to 1100,Oct-19,2020-01-22 02:07:29.932468
323,8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,900",800 to 900,Oct-19,2020-01-22 02:07:29.953565
324,8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,2,"2,600",600 to 700,Dec-19,2020-01-22 02:07:30.903827
325,8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,1,"2,350",500 to 600,Dec-19,2020-01-22 02:07:30.952785
326,8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,1,"2,450",500 to 600,Dec-19,2020-01-22 02:07:30.985776
327,8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,2,"4,000",1300 to 1400,Dec-19,2020-01-22 02:07:31.015953
328,8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,2,"3,000",700 to 800,Oct-19,2020-01-22 02:07:31.045957
329,8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,2,"2,800",600 to 700,Oct-19,2020-01-22 02:07:31.064957
330,8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,2,"2,800",700 to 800,Oct-19,2020-01-22 02:07:31.094960
331,91 MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,600",300 to 400,Dec-19,2020-01-22 02:07:32.038914
332,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,300",700 to 800,Dec-19,2020-01-22 02:07:33.162735
333,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,4,"3,300",1300 to 1400,Dec-19,2020-01-22 02:07:33.244333
334,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1000 to 1100,Dec-19,2020-01-22 02:07:33.353342
335,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1200 to 1300,Dec-19,2020-01-22 02:07:33.439349
336,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",700 to 800,Dec-19,2020-01-22 02:07:33.504352
337,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",700 to 800,Dec-19,2020-01-22 02:07:33.564719
338,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",700 to 800,Dec-19,2020-01-22 02:07:33.625724
339,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,350",900 to 1000,Dec-19,2020-01-22 02:07:33.685729
340,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,700",1200 to 1300,Dec-19,2020-01-22 02:07:33.743296
341,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1200 to 1300,Dec-19,2020-01-22 02:07:33.813302
342,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,350",900 to 1000,Dec-19,2020-01-22 02:07:33.901311
343,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,100",700 to 800,Dec-19,2020-01-22 02:07:33.985313
344,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",700 to 800,Dec-19,2020-01-22 02:07:34.053319
345,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,600",1000 to 1100,Dec-19,2020-01-22 02:07:34.117323
346,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,850",1200 to 1300,Dec-19,2020-01-22 02:07:34.179357
347,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,400",1000 to 1100,Dec-19,2020-01-22 02:07:34.237290
348,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,350",700 to 800,Dec-19,2020-01-22 02:07:34.298605
349,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,000",1200 to 1300,Dec-19,2020-01-22 02:07:34.358619
350,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,650",1000 to 1100,Dec-19,2020-01-22 02:07:34.439623
351,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1200 to 1300,Dec-19,2020-01-22 02:07:34.520629
352,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1200 to 1300,Dec-19,2020-01-22 02:07:34.585000
353,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,700",1200 to 1300,Dec-19,2020-01-22 02:07:34.652351
354,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,500",1100 to 1200,Dec-19,2020-01-22 02:07:34.715405
355,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,750",1000 to 1100,Dec-19,2020-01-22 02:07:34.780509
356,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,250",700 to 800,Dec-19,2020-01-22 02:07:34.841514
357,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1200 to 1300,Dec-19,2020-01-22 02:07:34.911519
358,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,850",1000 to 1100,Dec-19,2020-01-22 02:07:34.991525
359,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,350",1100 to 1200,Dec-19,2020-01-22 02:07:35.055531
360,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,100",700 to 800,Nov-19,2020-01-22 02:07:35.115534
361,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,600",1100 to 1200,Nov-19,2020-01-22 02:07:35.173539
362,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,350",700 to 800,Nov-19,2020-01-22 02:07:35.231542
363,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,000",700 to 800,Nov-19,2020-01-22 02:07:35.285546
364,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",700 to 800,Nov-19,2020-01-22 02:07:35.340522
365,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,380",700 to 800,Nov-19,2020-01-22 02:07:35.395855
366,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,600",1100 to 1200,Nov-19,2020-01-22 02:07:35.474860
367,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,150",700 to 800,Nov-19,2020-01-22 02:07:35.562868
368,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,300",700 to 800,Nov-19,2020-01-22 02:07:35.626873
369,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,050",700 to 800,Nov-19,2020-01-22 02:07:35.690231
370,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,100",700 to 800,Nov-19,2020-01-22 02:07:35.750231
371,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,150",700 to 800,Nov-19,2020-01-22 02:07:35.807613
372,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,150",1100 to 1200,Nov-19,2020-01-22 02:07:35.866726
373,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,700",1000 to 1100,Nov-19,2020-01-22 02:07:35.927475
374,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,300",900 to 1000,Nov-19,2020-01-22 02:07:36.002483
375,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,400",1000 to 1100,Nov-19,2020-01-22 02:07:36.090487
376,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1000 to 1100,Nov-19,2020-01-22 02:07:36.162498
377,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,050",1200 to 1300,Oct-19,2020-01-22 02:07:36.227502
378,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,400",1000 to 1100,Oct-19,2020-01-22 02:07:36.290506
379,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,300",700 to 800,Oct-19,2020-01-22 02:07:36.356512
380,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",700 to 800,Oct-19,2020-01-22 02:07:36.420517
381,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,700",1200 to 1300,Oct-19,2020-01-22 02:07:36.486077
382,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,670",1100 to 1200,Oct-19,2020-01-22 02:07:36.568083
383,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,900",1200 to 1300,Oct-19,2020-01-22 02:07:36.639088
384,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,000",1200 to 1300,Oct-19,2020-01-22 02:07:36.703094
385,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",1000 to 1100,Oct-19,2020-01-22 02:07:36.763098
386,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,4,"3,400",1300 to 1400,Oct-19,2020-01-22 02:07:36.828102
387,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,150",700 to 800,Oct-19,2020-01-22 02:07:36.897106
388,A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,300",700 to 800,Oct-19,2020-01-22 02:07:36.959113
